Log_Return,Date
0.0184415089772901,2000-03-31
0.0103347045829167,2000-04-03
-0.0145783753665482,2000-04-04
0.0431498714828541,2000-04-05
0.0013391068409434,2000-04-06
0.0088002189992943,2000-04-07
-0.0182827763222014,2000-04-10
-0.0190731885214545,2000-04-11
-0.0026852276520482,2000-04-12
0.021983922292364,2000-04-13
-0.0135023013701763,2000-04-14
-0.028697240810719,2000-04-17
-0.0001917776848341,2000-04-18
-0.048599322515536,2000-04-19
0.0166150076842874,2000-04-20
-0.0247599943245009,2000-04-21
0.0266190463645618,2000-04-24
0.0042679716933952,2000-04-25
0.0192141375540895,2000-04-26
-0.0055380706893157,2000-04-27
0.006744380566887,2000-04-28
0.023648419580966,2000-05-01
0.0108701637802516,2000-05-02
0.0135562214440183,2000-05-03
0.041756347325915,2000-05-04
0.0485910477670959,2000-05-05
0.0041978587116784,2000-05-08
-0.0442424092808083,2000-05-09
0.007830275558115,2000-05-10
0.0135562214440183,2000-05-11
-0.0059891332187604,2000-05-12
0.0132522179337116,2000-05-15
0.016151580976063,2000-05-16
0.0238051517576276,2000-05-17
-0.0115920524898782,2000-05-18
0.0135562214440183,2000-05-19
-0.0125767178602401,2000-05-22
-0.0007250839503044,2000-05-23
0.0209786790563479,2000-05-24
-0.0308802914471214,2000-05-25
-0.0043682377454355,2000-05-26
-0.0158252234993216,2000-05-29
-0.0020705432547974,2000-05-30
0.0284166675980719,2000-05-31
0.0406757340067967,2000-06-01
0.0033657071449052,2000-06-02
0.0635355804609915,2000-06-05
-0.0624812736423799,2000-06-06
-0.0011264643848475,2000-06-07
0.0051920348427789,2000-06-08
0.0004734139306182,2000-06-09
0.0076722940016973,2000-06-12
7.438738308631086e-05,2000-06-13
-0.007551073068404,2000-06-14
-0.0035175899694269,2000-06-15
0.0035033043179322,2000-06-16
0.0051200598813528,2000-06-19
-0.0172683127108977,2000-06-20
0.0032970577205207,2000-06-21
0.014177128118776,2000-06-22
-0.0161775665140284,2000-06-23
0.0286026821971589,2000-06-26
-0.0062940430930149,2000-06-27
0.0093004352465416,2000-06-28
-0.0089621534031117,2000-06-29
0.0129523664345125,2000-06-30
-0.0077127798443783,2000-07-03
0.0622555422378069,2000-07-04
-0.0117854830742421,2000-07-05
0.0120766265764539,2000-07-06
0.0150331290090318,2000-07-07
-0.0115920524898782,2000-07-10
0.0158101465300837,2000-07-11
-0.0140338109217882,2000-07-12
-0.041382997029879,2000-07-13
0.0383501420781928,2000-07-14
0.0247654406130618,2000-07-17
0.0030234030147178,2000-07-18
-0.0070722852266551,2000-07-19
0.0058473148907838,2000-07-20
-0.0646658549564164,2000-07-21
0.0110515459047276,2000-07-24
0.0098980333650451,2000-07-25
0.0515842278608863,2000-07-26
0.0179401735098687,2000-07-27
-0.0027539914319747,2000-07-28
0.0393661023668651,2000-07-31
-0.0197522602911819,2000-08-01
0.003988270088054,2000-08-02
-0.0204507082640821,2000-08-03
0.010423062025812,2000-08-04
0.015697477740366,2000-08-07
0.0197435173746696,2000-08-08
0.0012056873972571,2000-08-09
0.0057004829242542,2000-08-10
-0.0011935159727665,2000-08-11
-0.0028228563586966,2000-08-14
0.0023450728888903,2000-08-15
0.0198777038134757,2000-08-16
-0.0044400793717579,2000-08-17
0.0218378290768412,2000-08-18
-0.0186747179016868,2000-08-21
-0.0033777030304954,2000-08-22
-0.0085382181575409,2000-08-23
-0.0298688936390376,2000-08-24
-0.0232962783384882,2000-08-25
-0.0136075862463403,2000-08-28
-0.0062940430930149,2000-08-29
-0.0226706152192774,2000-08-30
-0.00887673900577,2000-08-31
-0.0107420649193754,2000-09-01
-0.0005248927910674,2000-09-04
-0.0050207115690351,2000-09-05
-0.0039403730648093,2000-09-06
-0.0244278239464572,2000-09-07
0.0058473148907838,2000-09-08
0.0110515459047276,2000-09-11
-0.0259550189090671,2000-09-12
-0.0068363112318142,2000-09-13
0.0069732852446752,2000-09-14
-0.00887673900577,2000-09-15
-0.0053152209915799,2000-09-18
-0.0098344380654517,2000-09-19
-0.0028918252328003,2000-09-20
-0.0112102227981257,2000-09-21
0.008554043998244,2000-09-22
0.0079096444574604,2000-09-25
0.0115115995869514,2000-09-26
0.0423079616616832,2000-09-27
-0.0048017076409177,2000-09-28
0.004338213300663,2000-09-29
0.0192141375540895,2000-10-02
0.0073592734457258,2000-10-03
0.0022776347152748,2000-10-04
-0.0150238090759431,2000-10-05
0.0059948783648737,2000-10-06
0.0147082400402856,2000-10-09
-0.0225164976805962,2000-10-10
0.001272382063769,2000-10-11
0.0079096444574604,2000-10-12
0.0276841567424792,2000-10-13
0.0080691522603538,2000-10-16
-0.0160595117833192,2000-10-17
0.015697477740366,2000-10-18
0.0151424893087044,2000-10-19
0.0135562214440183,2000-10-20
0.0026154989932033,2000-10-23
-0.018939629486706,2000-10-24
0.0016732583796328,2000-10-25
0.0124615380915866,2000-10-26
-0.00739043685761,2000-10-27
-0.0049475355652306,2000-10-30
0.0154738268626208,2000-10-31
-0.0089621534031117,2000-11-01
0.0109606698273473,2000-11-02
-0.0132932268997194,2000-11-03
0.0126565543506716,2000-11-06
-0.0097456752856066,2000-11-07
-0.0119806343518635,2000-11-08
-0.0034475844867807,2000-11-09
-0.0047290512416623,2000-11-10
-0.0026852276520482,2000-11-13
0.0072041901152231,2000-11-14
-0.0011935159727665,2000-11-15
-0.0043682377454355,2000-11-16
0.0010057624201,2000-11-17
-0.0015969536798983,2000-11-20
0.0017402094809864,2000-11-21
-0.0122766535799572,2000-11-22
0.003434455079597,2000-11-23
-0.0011264643848475,2000-11-24
0.0023450728888903,2000-11-27
0.0024801468267562,2000-11-28
-0.0047290512416623,2000-11-29
-0.0118828418556417,2000-11-30
-0.0083707954879577,2000-12-01
-0.0056876127047923,2000-12-04
0.019477366433424,2000-12-05
-0.0294733441459937,2000-12-06
0.007830275558115,2000-12-07
-0.030675397357093,2000-12-08
0.0124615380915866,2000-12-11
0.0188246702615762,2000-12-12
-0.0115920524898782,2000-12-13
-0.0552577682661529,2000-12-14
-0.0210239650392847,2000-12-15
-0.0350389999847903,2000-12-18
0.0083103818539869,2000-12-19
0.007989269063512,2000-12-20
0.014177128118776,2000-12-21
0.0068967655027948,2000-12-22
0.0003404114910688,2000-12-25
-0.0050207115690351,2000-12-26
0.0093848605528211,2000-12-27
-0.0003249561514171,2000-12-28
0.0038491456816312,2000-12-29
-0.0015295686420352,2001-01-01
0.0214045636256661,2001-01-02
-0.0285062744733079,2001-01-03
0.0117923007194442,2001-01-04
-0.0131894286396686,2001-01-05
-0.0124762395946659,2001-01-08
-0.008287533880241,2001-01-09
0.0202847790242753,2001-01-10
-0.0009255882615031,2001-01-11
0.0136584975521659,2001-01-12
-0.0028228563586966,2001-01-15
0.0026154989932033,2001-01-16
-0.0087068575959729,2001-01-17
-0.0116885541011169,2001-01-18
0.012268240099906,2001-01-19
0.0188246702615762,2001-01-22
0.0058473148907838,2001-01-23
-0.0056127421106825,2001-01-24
-0.0164155211372832,2001-01-25
-0.0135023013701763,2001-01-26
0.0222786550529612,2001-01-29
-0.0068363112318142,2001-01-30
0.0275038691710852,2001-01-31
-0.0114959715083827,2001-02-01
-0.0033777030304954,2001-02-02
0.0146009940924644,2001-02-05
0.0028190877115633,2001-02-06
0.0218378290768412,2001-02-07
0.0025477870214625,2001-02-08
0.0150331290090318,2001-02-09
-0.0009255882615031,2001-02-12
0.048914161584421,2001-02-13
-0.0012606177510362,2001-02-14
0.0010723797505333,2001-02-15
0.0084725478668007,2001-02-16
0.0022776347152748,2001-02-19
0.0066685105603995,2001-02-20
0.0132522179337116,2001-02-21
0.0154738268626208,2001-02-22
0.0154738268626208,2001-02-23
0.0047625031792204,2001-02-26
0.0072816149234144,2001-02-27
-0.0028918252328003,2001-02-28
-5.866889728966098e-05,2001-03-01
-0.0727433973429061,2001-03-02
0.0014726553515552,2001-03-05
-0.0054635947209274,2001-03-06
-0.0068363112318142,2001-03-07
-0.0905016850543624,2001-03-08
0.0007394858407415,2001-03-09
-0.0683371566671635,2001-03-12
-0.0077127798443783,2001-03-13
0.0117923007194442,2001-03-14
-0.00965726234245,2001-03-15
0.003988270088054,2001-03-16
0.018696256692388,2001-03-19
0.0065174026629548,2001-03-20
-0.0024795224503496,2001-03-21
-0.0341196613539582,2001-03-22
-0.0084543562908899,2001-03-23
0.023648419580966,2001-03-26
-0.0165354332228219,2001-03-27
0.0037104806982382,2001-03-28
-0.0048745350940263,2001-03-29
0.0505649234003425,2001-03-30
0.0004734139306182,2001-04-02
0.0190836038654435,2001-04-03
0.0626790285250899,2001-04-04
-0.0030300827166755,2001-04-05
0.0208383253745849,2001-04-06
-0.0171445444534436,2001-04-09
-0.0312940868903826,2001-04-10
0.000806030395973,2001-04-11
-0.0359832140757401,2001-04-12
-0.0054635947209274,2001-04-13
-0.0128809399040774,2001-04-16
0.0264453409709096,2001-04-17
0.0088002189992943,2001-04-18
-0.0101930559634727,2001-04-19
0.0041978587116784,2001-04-20
-0.013819673169142,2001-04-23
0.0016732583796328,2001-04-24
-0.0033777030304954,2001-04-25
-0.0469933453797561,2001-04-26
-0.0083707954879577,2001-04-27
0.0055543616141931,2001-04-30
0.0038491456816312,2001-05-01
-0.0225164976805962,2001-05-02
-0.0534155600618792,2001-05-03
-0.0325682831148586,2001-05-04
0.0079096444574604,2001-05-07
-0.0194783501487518,2001-05-08
0.0257610742983566,2001-05-09
-0.0003249561514171,2001-05-10
0.0132522179337116,2001-05-11
0.0136584975521659,2001-05-14
0.0125588296688019,2001-05-15
0.0065928525221986,2001-05-16
0.0466999311044575,2001-05-17
0.0361623817752002,2001-05-18
0.0090489884443925,2001-05-21
0.0134544189133513,2001-05-22
0.0149243037528673,2001-05-23
0.0106008308661036,2001-05-24
-0.0024795224503496,2001-05-25
-0.0181535541374117,2001-05-28
-0.0062940430930149,2001-05-29
0.0230306882650696,2001-05-30
-0.0036579850284372,2001-05-31
0.0153628335633408,2001-06-01
-0.0165354332228219,2001-06-04
-0.0220595590399239,2001-06-05
0.0166150076842874,2001-06-06
-0.0130861188375579,2001-06-07
-0.0114959715083827,2001-06-08
0.0100716904256833,2001-06-11
-0.0093940900818809,2001-06-12
-0.015478269543389,2001-06-13
-0.0001252155849966,2001-06-14
-0.0021384964715297,2001-06-15
0.0114188200142621,2001-06-18
-0.0091339443621437,2001-06-19
0.016151580976063,2001-06-20
0.0126565543506716,2001-06-21
-0.0142500385745224,2001-06-22
0.023183755102299,2001-06-25
0.0150331290090318,2001-06-26
-0.030675397357093,2001-06-27
-0.0017319154947087,2001-06-28
0.0064421588968254,2001-06-29
-0.0222109769696943,2001-07-02
-0.0164155211372832,2001-07-03
0.0091325026352431,2001-07-04
-0.0019348712758507,2001-07-05
-0.045749067822775,2001-07-06
-0.0015969536798983,2001-07-09
0.025258731649966,2001-07-10
0.011142794177379,2001-07-11
0.0618352082123533,2001-07-12
0.0434344434588619,2001-07-13
0.019477366433424,2001-07-16
0.008554043998244,2001-07-17
-0.0001917776848341,2001-07-18
0.0024801468267562,2001-07-19
0.0019413436301266,2001-07-20
-0.0020705432547974,2001-07-23
0.0059210039825608,2001-07-24
0.0027511471707404,2001-07-25
0.0103347045829167,2001-07-26
-0.0028228563586966,2001-07-27
-0.0003249561514171,2001-07-30
0.0014058638999674,2001-07-31
-0.0364649155489145,2001-08-01
-0.0023428508852257,2001-08-02
0.0133530857904988,2001-08-03
-0.0104658602244284,2001-08-06
-0.0019348712758507,2001-08-07
-0.0015295686420352,2001-08-08
0.0174494158649763,2001-08-09
0.0024125761882508,2001-08-10
-0.0120788644950198,2001-08-13
0.0012056873972571,2001-08-14
0.0010057624201,2001-08-15
-0.0445395062363269,2001-08-16
-0.0070722852266551,2001-08-17
0.0041278725222209,2001-08-20
0.0032285050421918,2001-08-21
-0.0136075862463403,2001-08-22
-0.0451400201992818,2001-08-23
0.0133530857904988,2001-08-24
0.0555171173588374,2001-08-27
-0.0171445444534436,2001-08-28
-0.0125767178602401,2001-08-29
-0.0055380706893157,2001-08-30
0.0032285050421918,2001-08-31
0.0055543616141931,2001-09-03
0.0039186494261399,2001-09-04
-0.0045120791248714,2001-09-05
0.0106902477739399,2001-09-06
0.0074371678798029,2001-09-07
-0.0048017076409177,2001-09-10
0.0176934942255947,2001-09-11
-0.0069147237309683,2001-09-12
0.0175711326444471,2001-09-13
-0.0061411540671162,2001-09-14
0.0224273107986123,2001-09-17
0.0178165060275743,2001-09-18
0.0089657723467615,2001-09-19
-0.0045120791248714,2001-09-20
0.0087178762457516,2001-09-21
-0.0064478225075112,2001-09-24
0.031952848012864,2001-09-25
-0.0026852276520482,2001-09-26
-0.0122766535799572,2001-09-27
-0.0028228563586966,2001-09-28
0.006367119143292,2001-10-01
0.026969692796254,2001-10-02
-0.0176436174790611,2001-10-03
0.0091325026352431,2001-10-04
-0.0108349052371645,2001-10-05
0.0106902477739399,2001-10-08
0.0188246702615762,2001-10-09
-0.0099235540872119,2001-10-10
-0.0364649155489145,2001-10-11
0.001272382063769,2001-10-12
0.0284166675980719,2001-10-15
0.0002074084408671,2001-10-16
0.0860953077528024,2001-10-17
-0.0186747179016868,2001-10-18
0.0297437992146278,2001-10-19
-0.0277543841831342,2001-10-22
0.0070500277283257,2001-10-23
-0.0087068575959729,2001-10-24
-0.0046565623180692,2001-10-25
0.0610038764555893,2001-10-26
0.0096400085194395,2001-10-29
0.0082297054356894,2001-10-30
0.0072041901152231,2001-10-31
-0.0290828242729611,2001-11-01
-0.0001252155849966,2001-11-02
-0.0259550189090671,2001-11-05
-0.0065250532173488,2001-11-06
-0.0133975163705391,2001-11-07
0.0759351738977393,2001-11-08
0.0054089302772605,2001-11-09
0.0101590214753579,2001-11-12
0.0151424893087044,2001-11-13
-0.0607915879003798,2001-11-14
0.0206987650066514,2001-11-15
-0.0237754121090181,2001-11-16
0.025258731649966,2001-11-19
0.0250933037662256,2001-11-20
0.0280481192921295,2001-11-21
0.0153628335633408,2001-11-22
0.000806030395973,2001-11-23
0.0249288785840082,2001-11-26
0.018064502172675,2001-11-27
0.0562667151671418,2001-11-28
0.0087178762457516,2001-11-29
0.0006729540832489,2001-11-30
-0.0422199906539204,2001-12-03
0.0064421588968254,2001-12-04
-0.0219090203555533,2001-12-05
0.0039186494261399,2001-12-06
0.0060689406005718,2001-12-07
-0.0004582218561418,2001-12-10
0.0031600465835331,2001-12-11
-0.0162962351623973,2001-12-12
-0.0545127926107835,2001-12-13
0.0010057624201,2001-12-14
-0.0009925027766549,2001-12-17
0.0100716904256833,2001-12-18
-0.0005915920049263,2001-12-19
-0.0033777030304954,2001-12-20
-0.0197522602911819,2001-12-21
0.0064421588968254,2001-12-24
-0.00739043685761,2001-12-25
-0.0117854830742421,2001-12-26
-0.0175178445748932,2001-12-27
-0.0056876127047923,2001-12-28
0.0010057624201,2001-12-31
0.0347755349706948,2002-01-01
-0.0106496130536602,2002-01-02
0.018315163368898,2002-01-03
-0.0084543562908899,2002-01-04
0.0238051517576276,2002-01-07
0.0119814424791587,2002-01-08
0.0017402094809864,2002-01-09
0.0188246702615762,2002-01-10
0.0065928525221986,2002-01-11
0.0150331290090318,2002-01-14
-0.012376219029085,2002-01-15
-0.0336690696697828,2002-01-16
0.006143192708973,2002-01-17
0.0045497356316591,2002-01-18
-0.0022746477886289,2002-01-21
-0.0017994966955366,2002-01-22
-0.0071514404833781,2002-01-23
-0.0422199906539204,2002-01-24
0.0221308604997809,2002-01-25
0.0131518127216412,2002-01-28
-0.0050207115690351,2002-01-29
0.0124615380915866,2002-01-30
0.000806030395973,2002-01-31
-0.0007918810264934,2002-02-01
0.0015394834949153,2002-02-04
0.0038491456816312,2002-02-05
-0.0042965517953077,2002-02-06
-0.0116885541011169,2002-02-07
-0.0036579850284372,2002-02-08
-0.0078755820181141,2002-02-11
-0.0247599943245009,2002-02-12
0.0030916798246954,2002-02-13
0.0169688915423465,2002-02-14
-0.0186747179016868,2002-02-15
0.0133530857904988,2002-02-18
-0.0184127080361743,2002-02-19
-0.0104658602244284,2002-02-20
0.0071269951068512,2002-02-21
0.0077511600843142,2002-02-22
-0.0056876127047923,2002-02-25
-0.0101930559634727,2002-02-26
0.0238051517576276,2002-02-27
-0.0239370435648599,2002-02-28
0.0022776347152748,2002-03-01
-0.0327855499253573,2002-03-04
-0.0068363112318142,2002-03-05
0.0094695958542902,2002-03-06
0.0454831483526044,2002-03-07
-0.00739043685761,2002-03-08
-0.0466789523999836,2002-03-11
0.0138644873208192,2002-03-12
0.0234926144365715,2002-03-13
0.003988270088054,2002-03-14
0.0083913279427339,2002-03-15
-0.00458423892584,2002-03-18
0.010423062025812,2002-03-19
0.0014726553515552,2002-03-20
0.0018742498565773,2002-03-21
0.0028871090794372,2002-03-22
0.0030234030147178,2002-03-25
0.0057738090839437,2002-03-26
-0.0125767178602401,2002-03-27
-0.0442424092808083,2002-03-28
-0.0024795224503496,2002-03-29
0.0152523892749153,2002-04-01
0.004691438377778,2002-04-02
0.0146009940924644,2002-04-03
0.021983922292364,2002-04-04
0.0261011117989344,2002-04-05
0.0152523892749153,2002-04-08
0.007989269063512,2002-04-09
0.0334427946283763,2002-04-10
0.0117923007194442,2002-04-11
-0.0015295686420352,2002-04-12
0.0311314117647931,2002-04-15
0.0133530857904988,2002-04-16
0.0330101235148982,2002-04-17
0.0593778649221546,2002-04-18
-0.0727433973429061,2002-04-19
-0.0085382181575409,2002-04-22
-0.0041536376952301,2002-04-23
-0.0102836180640619,2002-04-24
-0.0688119359386345,2002-04-25
-0.004011316570887,2002-04-26
0.0077511600843142,2002-04-29
0.0106902477739399,2002-04-30
-0.0873376962613742,2002-05-01
0.0093848605528211,2002-05-02
-0.025096226814629,2002-05-03
0.0284166675980719,2002-05-06
0.0022102594575399,2002-05-07
-0.0038695701773788,2002-05-08
-0.0046565623180692,2002-05-09
0.0289782512003374,2002-05-10
0.0007394858407415,2002-05-13
0.0032285050421918,2002-05-14
0.0018072059321536,2002-05-15
0.0129523664345125,2002-05-16
0.0105117700908712,2002-05-17
0.0055543616141931,2002-05-20
-0.0136075862463403,2002-05-21
0.0091325026352431,2002-05-22
0.0016063504446452,2002-05-23
-0.0552577682661529,2002-05-24
-0.0001917776848341,2002-05-27
-0.0140338109217882,2002-05-28
0.041756347325915,2002-05-29
0.0134544189133513,2002-05-30
-0.0310865217379248,2002-05-31
0.0008725899026291,2002-06-03
0.0054089302772605,2002-06-04
0.017328338507972,2002-06-05
0.0037797570500212,2002-06-06
-0.0035175899694269,2002-06-07
-0.0081218897057923,2002-06-10
-0.0027539914319747,2002-06-11
-0.0106496130536602,2002-06-12
-0.0245934079850643,2002-06-13
0.0056273344275499,2002-06-14
0.0293585972778409,2002-06-17
0.0094695958542902,2002-06-18
-0.0379496757982104,2002-06-19
0.0095546443249367,2002-06-20
-0.0145783753665482,2002-06-21
0.0140724205890091,2002-06-24
0.0102466917470146,2002-06-25
0.0041978587116784,2002-06-26
-0.0336690696697828,2002-06-27
-0.0175178445748932,2002-06-28
0.0030916798246954,2002-07-01
0.0026832849667114,2002-07-02
0.0299382432060815,2002-07-03
0.0044790928957077,2002-07-04
-0.0272027450892818,2002-07-05
0.0373613911077061,2002-07-08
0.010423062025812,2002-07-09
0.0030234030147178,2002-07-10
-0.1015169393114771,2002-07-11
0.0106902477739399,2002-07-12
-0.0512916605059801,2002-07-15
-0.0352726869056851,2002-07-16
-0.0005915920049263,2002-07-17
-0.0214626439274878,2002-07-18
0.0189537846857702,2002-07-19
-0.0210239650392847,2002-07-22
-0.0197522602911819,2002-07-23
-0.0168989683773254,2002-07-24
0.007989269063512,2002-07-25
-0.0086223842120689,2002-07-26
0.0158101465300837,2002-07-29
-0.0323524302099488,2002-07-30
0.0117923007194442,2002-07-31
-0.0325682831148586,2002-08-01
0.0044790928957077,2002-08-02
-0.0371997609697008,2002-08-05
0.0004069117154002,2002-08-06
-0.0387150467704292,2002-08-07
0.0113264283284438,2002-08-08
0.0126565543506716,2002-08-09
-0.0172683127108977,2002-08-12
0.0381004342026665,2002-08-13
0.0100716904256833,2002-08-14
-0.0013277715361614,2002-08-15
-0.0077940425952267,2002-08-16
-0.0012606177510362,2002-08-19
0.012268240099906,2002-08-20
-0.0025479954355225,2002-08-21
0.0030916798246954,2002-08-22
0.0042679716933952,2002-08-23
0.0005399202958625,2002-08-26
-0.0072308490231707,2002-08-27
0.0325830737442368,2002-08-28
0.0065174026629548,2002-08-29
-0.0197522602911819,2002-08-30
0.0280481192921295,2002-09-02
0.0125588296688019,2002-09-03
0.0275038691710852,2002-09-04
-0.0062940430930149,2002-09-05
0.011142794177379,2002-09-06
-0.0098344380654517,2002-09-09
0.0047625031792204,2002-09-10
0.0071269951068512,2002-09-11
0.0032970577205207,2002-09-12
-0.0567809216960849,2002-09-13
-0.0069147237309683,2002-09-16
0.0024125761882508,2002-09-17
-0.0180250317835769,2002-09-18
-0.0780101606848548,2002-09-19
-0.0439473838237142,2002-09-20
-0.0279405811504197,2002-09-23
0.025592608662381,2002-09-24
-0.0104658602244284,2002-09-25
0.006367119143292,2002-09-26
-0.0203094295465751,2002-09-27
-0.0062174883542119,2002-09-30
-0.0130861188375579,2002-10-01
-0.0167771515166841,2002-10-02
-0.0408346060461146,2002-10-03
0.0175711326444471,2002-10-04
0.0388546597267772,2002-10-07
0.034325407859031,2002-10-08
0.0090489884443925,2002-10-09
-0.0161775665140284,2002-10-10
-0.0099235540872119,2002-10-11
0.003988270088054,2002-10-14
0.0295505834182642,2002-10-15
-0.0208794161296631,2002-10-16
0.003572256633566,2002-10-17
0.017328338507972,2002-10-18
-0.0026852276520482,2002-10-21
0.0003404114910688,2002-10-22
-0.0220595590399239,2002-10-23
-0.0129832901549347,2002-10-24
0.0227272342660907,2002-10-25
0.0261011117989344,2002-10-28
0.0079096444574604,2002-10-29
-0.013819673169142,2002-10-30
-0.0848949628296651,2002-10-31
0.0094695958542902,2002-11-01
0.0964170939778821,2002-11-04
0.0013391068409434,2002-11-05
-0.0027539914319747,2002-11-06
-0.0139264824666919,2002-11-07
0.0128533187666107,2002-11-08
-0.0181535541374117,2002-11-11
-0.0058379602280401,2002-11-12
-0.0002583571732294,2002-11-13
0.0098117001194016,2002-11-14
-0.0083707954879577,2002-11-15
0.0363989703644292,2002-11-18
-0.0012606177510362,2002-11-19
0.0126565543506716,2002-11-20
-0.0436544300791383,2002-11-21
-0.0059891332187604,2002-11-22
-0.0131894286396686,2002-11-25
-0.0025479954355225,2002-11-26
-0.0066802098196532,2002-11-27
-0.0612092941934101,2002-11-28
0.0684840984824192,2002-11-29
-0.0018671480501217,2002-12-02
-0.0066802098196532,2002-12-03
0.0002074084408671,2002-12-04
0.0024801468267562,2002-12-05
-0.0001917776848341,2002-12-06
0.0044790928957077,2002-12-09
0.004338213300663,2002-12-10
0.0016063504446452,2002-12-11
-0.0005915920049263,2002-12-12
-0.0062174883542119,2002-12-13
0.0010723797505333,2002-12-16
0.0140724205890091,2002-12-17
0.0121722245156967,2002-12-18
-0.0055380706893157,2002-12-19
0.0006729540832489,2002-12-20
-0.0020026691026581,2002-12-23
-0.0120788644950198,2002-12-24
0.0022776347152748,2002-12-25
-0.018939629486706,2002-12-26
-0.0048017076409177,2002-12-27
0.0068967655027948,2002-12-30
-0.0106496130536602,2002-12-31
-0.0288894169306397,2003-01-01
-0.0097456752856066,2003-01-02
0.0023450728888903,2003-01-03
0.007830275558115,2003-01-06
0.0056273344275499,2003-01-07
0.0246029842588288,2003-01-08
0.0648447501405863,2003-01-09
-0.0139264824666919,2003-01-10
-0.0292774613785334,2003-01-13
0.0010057624201,2003-01-14
0.0004069117154002,2003-01-15
-0.0053152209915799,2003-01-16
0.0130518630752542,2003-01-17
0.0010057624201,2003-01-20
0.0025477870214625,2003-01-21
0.0106008308661036,2003-01-22
0.0088828500149192,2003-01-23
0.0014726553515552,2003-01-24
-0.0217593626818963,2003-01-27
-0.0007250839503044,2003-01-28
0.0004734139306182,2003-01-29
0.0055543616141931,2003-01-30
0.0728516208619925,2003-01-31
0.0010723797505333,2003-02-03
0.0013391068409434,2003-02-04
-0.0400260775284808,2003-02-05
-0.0281279544576275,2003-02-06
0.0116047706847104,2003-02-07
-0.0197522602911819,2003-02-10
-0.0186747179016868,2003-02-11
-0.0011264643848475,2003-02-12
-0.0232962783384882,2003-02-13
-0.0053893121663996,2003-02-14
-0.0070722852266551,2003-02-17
0.0247654406130618,2003-02-18
0.0097256929197845,2003-02-19
-0.0135023013701763,2003-02-20
0.0058473148907838,2003-02-21
-0.0101930559634727,2003-02-24
-0.0024111415174597,2003-02-25
0.0181894956897268,2003-02-26
0.0046205164857944,2003-02-27
0.0001409012348569,2003-02-28
0.0024801468267562,2003-03-03
0.0030234030147178,2003-03-04
-0.0024111415174597,2003-03-05
-0.0071514404833781,2003-03-06
0.0049765810094566,2003-03-07
0.0108701637802516,2003-03-10
0.048914161584421,2003-03-11
0.0010057624201,2003-03-12
-0.0226706152192774,2003-03-13
-0.0165354332228219,2003-03-14
0.0052641700066546,2003-03-17
-0.0371997609697008,2003-03-18
-0.0056127421106825,2003-03-19
-0.0140338109217882,2003-03-20
-0.0126776579167897,2003-03-21
-0.0108349052371645,2003-03-24
0.000806030395973,2003-03-25
-0.0038695701773788,2003-03-26
-0.0149116161422113,2003-03-27
0.0128533187666107,2003-03-28
-0.0171445444534436,2003-03-31
-0.00887673900577,2003-04-01
0.0032970577205207,2003-04-02
0.006744380566887,2003-04-03
0.0188246702615762,2003-04-04
-0.0130861188375579,2003-04-07
-0.0017994966955366,2003-04-08
-0.0469933453797561,2003-04-09
0.0018742498565773,2003-04-10
-0.0040824041539969,2003-04-11
